Astro ID,TIC ID,Sector,Centroid Distance (arcsec),PRF Fit Quality,Optim Method
736,258509996,56,28.687528068043108,0.8894256652147758,L-BFGS-B
736,258509996,58,1.9845049422164613,0.9850455367842887,L-BFGS-B
736,258509996,59,29.531823044432876,0.8439946989095575,L-BFGS-B
736,258509996,73,34.7873596951217,0.721288211923251,L-BFGS-B
736,258509996,75,31.805696240235367,0.7648913701320497,L-BFGS-B
736,258509996,76,34.54926584516028,0.7450039746416665,L-BFGS-B
736,258509996,77,24.33329812254402,0.09864901902026793,L-BFGS-B
736,258509996,78,31.65805346761726,0.6897046478653687,L-BFGS-B
736,258509996,79,34.798672020452905,0.7226238661850151,L-BFGS-B
737,258826934,14,8.001507851559715,0.5922009266511977,L-BFGS-B
737,258826934,15,3.1690949384518547,0.5918268207386549,Nelder-Mead
737,258826934,16,27.390371216361515,0.44989139460405336,L-BFGS-B
737,258826934,17,46.40831725370282,0.42042927662917745,L-BFGS-B
737,258826934,18,21.143809382712547,0.5603391104682096,L-BFGS-B
737,258826934,19,6.251641079145133,0.6238248376670043,L-BFGS-B
737,258826934,20,8.334327354781253,0.5717024697446191,L-BFGS-B
737,258826934,21,44.22383664392758,0.41367233020339533,L-BFGS-B
737,258826934,22,29.40081369218794,0.3234192549291034,L-BFGS-B
737,258826934,23,47.16627453915623,0.4074331248405964,L-BFGS-B
737,258826934,25,41.526118667559075,0.4928291603383521,L-BFGS-B
737,258826934,26,6.823207578104725,0.3898298339122124,L-BFGS-B
737,258826934,40,33.384341248964255,0.6959059513329436,L-BFGS-B
737,258826934,41,44.255645830633,0.5874168416885461,L-BFGS-B
737,258826934,47,10.86185803454825,0.5581547482240659,L-BFGS-B
737,258826934,48,45.88101009509615,0.16808204019681577,L-BFGS-B
737,258826934,49,8.657725440991188,0.5622581604706499,L-BFGS-B
737,258826934,50,46.62881507186026,0.11055144556944412,L-BFGS-B
737,258826934,51,20.17366775318585,0.20020685090249946,L-BFGS-B
737,258826934,52,28.397085559970417,0.3145449983105695,L-BFGS-B
737,258826934,53,19.444339028298476,0.36271723133712847,L-BFGS-B
737,258826934,55,2.8395151795146605,0.4530264820076973,L-BFGS-B
737,258826934,56,22.98221592954644,0.18532216000050333,L-BFGS-B
737,258826934,57,51.35099642264343,0.055803504272014144,L-BFGS-B
737,258826934,58,24.176420960152463,0.312738696111393,L-BFGS-B
737,258826934,59,13.862175781351704,0.30791053160235554,L-BFGS-B
737,258826934,60,11.673948066062504,0.30169052318629114,L-BFGS-B
737,258826934,73,20.18170858217476,0.4955345418948826,L-BFGS-B
737,258826934,74,10.475265254186015,0.5468296350323887,L-BFGS-B
737,258826934,75,12.300710347618642,0.5083048980509284,L-BFGS-B
737,258826934,77,8.49615256834261,0.4819319775312432,Nelder-Mead
737,258826934,78,24.681069604746785,0.4467722344387533,L-BFGS-B
737,258826934,80,74.08242710897905,0.07798078780891185,L-BFGS-B
738,259006185,14,0.3382443822463992,0.9980259129979426,L-BFGS-B
738,259006185,15,1.0933105239559398,0.9967578129368664,L-BFGS-B
738,259006185,16,2.216440994210233,0.9910836644868691,L-BFGS-B
738,259006185,17,1.2527909187929125,0.9877180209400956,L-BFGS-B
738,259006185,18,1.4615986730795403,0.9985876024705843,L-BFGS-B
738,259006185,19,2.466474145645878,0.9972946022204557,L-BFGS-B
738,259006185,20,0.7778019146989054,0.9949840349533329,L-BFGS-B
738,259006185,21,1.9630240320822436,0.9955578557584607,L-BFGS-B
738,259006185,22,0.5157454713726541,0.9958351178818353,L-BFGS-B
738,259006185,23,1.0996458313756978,0.9945075324839155,L-BFGS-B
738,259006185,24,0.9807900788118581,0.9996521148150977,L-BFGS-B
738,259006185,26,1.9584652890577487,0.9773216594811941,L-BFGS-B
738,259006185,40,1.8741980439000732,0.9906232709626509,L-BFGS-B
738,259006185,41,0.8639876495287622,0.9971014538158499,L-BFGS-B
738,259006185,47,2.80036358305198,0.9890883468715913,L-BFGS-B
738,259006185,48,0.6287652481612426,0.9937398118479019,L-BFGS-B
738,259006185,49,0.4668728930313132,0.9929037345092863,L-BFGS-B
738,259006185,50,0.5976352461531076,0.9930712125533583,L-BFGS-B
738,259006185,51,2.0163779271741036,0.9980406677425434,L-BFGS-B
738,259006185,53,3.018770629551741,0.9867880182609754,L-BFGS-B
738,259006185,54,1.1127383788474836,0.9959833296791935,L-BFGS-B
738,259006185,55,0.6043096916316518,0.9929410225488103,L-BFGS-B
738,259006185,56,1.1466885236131148,0.9969739222406558,L-BFGS-B
738,259006185,57,0.4607361067750952,0.9948538158861865,L-BFGS-B
738,259006185,58,1.5905643556262956,0.9990097236374157,L-BFGS-B
738,259006185,59,1.6219481052987264,0.9965790792228578,L-BFGS-B
738,259006185,60,2.516546985093767,0.9869608036659087,L-BFGS-B
738,259006185,73,1.5950264972760657,0.9927208566037645,L-BFGS-B
738,259006185,74,1.8189548255170733,0.9925474934175587,L-BFGS-B
738,259006185,75,1.4475193787931024,0.9961878327679731,L-BFGS-B
738,259006185,76,1.726210371011252,0.9878875777970492,L-BFGS-B
738,259006185,77,2.490997918613764,0.9902478616742171,L-BFGS-B
738,259006185,78,1.047423050412031,0.9995348829506634,L-BFGS-B
738,259006185,79,2.092137483592662,0.9971322418069207,L-BFGS-B
738,259006185,80,1.094877594709873,0.9940121590648158,L-BFGS-B
739,259126645,14,0.39135239949889583,0.997707292879116,L-BFGS-B
739,259126645,15,1.6985429342857794,0.9764290369281513,L-BFGS-B
739,259126645,16,1.987929424144833,0.9929959524586986,L-BFGS-B
739,259126645,18,2.1952546612545505,0.9962889680117102,L-BFGS-B
739,259126645,19,3.6246672343358224,0.993561714836931,L-BFGS-B
739,259126645,20,2.270695099356944,0.9896844026566249,L-BFGS-B
739,259126645,21,2.1075784889501055,0.9938172488912022,L-BFGS-B
739,259126645,22,1.295672672583222,0.9943276340310676,L-BFGS-B
739,259126645,23,1.0814756562969825,0.9934945843315516,L-BFGS-B
739,259126645,24,1.0183239670776574,0.9997077110042013,L-BFGS-B
739,259126645,25,2.5861128341643167,0.9791625092287309,L-BFGS-B
739,259126645,26,1.6360103037230755,0.9939703070320959,L-BFGS-B
739,259126645,40,1.2809252714190056,0.9937898439002114,L-BFGS-B
739,259126645,41,1.204361966635984,0.9963176276952321,L-BFGS-B
739,259126645,47,2.7608548936327937,0.9930738732337214,L-BFGS-B
739,259126645,48,0.5637831282816549,0.9955364254765947,L-BFGS-B
739,259126645,49,1.1754250670903152,0.9946611122850036,L-BFGS-B
739,259126645,50,1.7557999582560369,0.994885169508411,L-BFGS-B
739,259126645,51,0.997915940384173,0.9973741154931816,L-BFGS-B
739,259126645,52,2.0438335234223954,0.9789003270242277,L-BFGS-B
739,259126645,53,3.0630524704131354,0.9944895267774695,L-BFGS-B
739,259126645,54,1.5386571522661907,0.9985544207937751,L-BFGS-B
739,259126645,55,0.8296583820031752,0.9929816914427266,L-BFGS-B
739,259126645,56,0.15916872330728848,0.9935405123758158,L-BFGS-B
739,259126645,57,0.6504648007940201,0.9947665855624706,L-BFGS-B
739,259126645,58,1.2874567773129133,0.9985375362411825,L-BFGS-B
739,259126645,59,1.7964002141030162,0.9953397347431682,L-BFGS-B
739,259126645,60,2.2489883328706646,0.9859805255049673,L-BFGS-B
739,259126645,73,2.0727785349603547,0.99533091637412,L-BFGS-B
739,259126645,74,2.0515839627301573,0.9910048235689577,L-BFGS-B
739,259126645,75,0.28690628074298496,0.9962934276717617,L-BFGS-B
739,259126645,76,0.584455635429433,0.9903843618084582,L-BFGS-B
739,259126645,77,2.4720155973721636,0.9784151481935323,L-BFGS-B
739,259126645,78,0.9551218988910014,0.9987458097731076,L-BFGS-B
739,259126645,80,1.5991396140931962,0.9898445948793771,L-BFGS-B
740,259140194,18,1.2652123094963943,0.997907893724916,L-BFGS-B
740,259140194,58,1.3806808975496594,0.9824746047750395,L-BFGS-B
741,259499465,19,61.69046068661536,0.6210862352885809,Nelder-Mead
741,259499465,59,68.73325770257343,0.0540921430276789,L-BFGS-B
741,259499465,73,16.40922373100858,0.5002054038914812,L-BFGS-B
742,259967623,16,25.464256743441943,0.9672156451625186,L-BFGS-B
742,259967623,17,27.71087471281313,0.934392594114811,L-BFGS-B
742,259967623,18,27.41209136709413,0.9937287056476705,L-BFGS-B
742,259967623,24,23.12830292757592,0.979025832756367,L-BFGS-B
742,259967623,56,27.45464190466926,0.9082016827262921,L-BFGS-B
742,259967623,57,33.71130714236209,0.6869246050245201,Nelder-Mead
742,259967623,58,32.26774607725623,0.7062264502591115,L-BFGS-B
742,259967623,76,27.878654951336486,0.9468390102752184,L-BFGS-B
742,259967623,77,31.668841382604842,0.9158459910910348,L-BFGS-B
742,259967623,78,21.94440241757691,0.9260848072999758,L-BFGS-B
743,260297394,1,45.480660557555815,0.19045017233373415,Nelder-Mead
743,260297394,2,44.73943983924058,0.989207045366848,L-BFGS-B
743,260297394,3,43.935188132533284,0.9875550291119943,L-BFGS-B
743,260297394,4,46.260062877846345,0.37259835528871416,L-BFGS-B
